Feature,mean_when_included,std_when_included,min_cgam,max_cgam,count_runs,FMS,FID,range,ISS_max,ISS_avg
ANKLE_AUC_JointAngles_Sym,84.02026235053407,24.43598154345407,30.098378796998652,158.4955481411677,374,1.7634471593596572,24.43598154345407,128.39716934416904,58.57057795108194,39.16905602376404
ANKLE_JointAngles_Range_Sym,81.41763965013527,24.180501101632135,21.30286079734668,148.98477909457546,383,-0.8391755410391397,24.180501101632135,127.68191829722878,63.615240595497305,44.137551943366404
ANKLE_MaxPeakIndex_JointAngles_Sym,82.74693881470431,24.282907238588624,30.847224716212807,149.85437449161356,402,0.4901236235298967,24.282907238588624,119.00714977540075,61.21166521802178,42.23486283039115
ANKLE_MinPeakIndex_JointAngles_Sym,79.37744114368321,23.97875901273519,21.30286079734668,128.20470707973843,368,-2.879374047491197,23.97875901273519,106.90184628239174,67.43408618350406,41.106634695299775
ANKLE_RMS_JointAngles_Sym,81.22002183223314,23.827112361132105,29.16646629560619,158.4955481411677,381,-1.0367933589412672,23.827112361132105,129.3290818455615,61.29896790331431,42.06881977498075
